$ bun server/index.js --port ${KRONOSCHAMBER_PORT:-3001}
Starting KronosChamber on port 3001
macOS Say TTS available with 188 voices
[zen] Startup model validation failed (non-blocking): Unable to connect. Is the computer able to access the url?
KRONOSCODE_EXTERNAL_ONLY is enabled; attaching to external KronosCode on port 4096
Detected KronosCode port: 4096
2026-03-05T05:51:59.285Z - GET /api/fs/list
2026-03-05T05:52:02.197Z - POST /api/push/visibility
2026-03-05T05:52:02.204Z - GET /api/fs/list
2026-03-05T05:52:02.207Z - GET /api/fs/list
2026-03-05T05:52:05.204Z - GET /api/fs/list
2026-03-05T05:52:05.221Z - GET /api/fs/list
2026-03-05T05:52:08.174Z - GET /api/fs/list
2026-03-05T05:52:08.186Z - GET /api/fs/list
2026-03-05T05:52:11.582Z - GET /api/fs/list
2026-03-05T05:52:11.594Z - GET /api/fs/list
2026-03-05T05:52:12.139Z - POST /api/push/visibility
2026-03-05T05:52:14.205Z - GET /api/fs/list
2026-03-05T05:52:14.214Z - GET /api/fs/list
2026-03-05T05:52:17.187Z - GET /api/fs/list
2026-03-05T05:52:17.200Z - GET /api/fs/list
2026-03-05T05:52:20.184Z - GET /api/fs/list
2026-03-05T05:52:20.200Z - GET /api/fs/list
2026-03-05T05:52:22.151Z - POST /api/push/visibility
2026-03-05T05:52:23.171Z - GET /api/fs/list
2026-03-05T05:52:23.174Z - GET /api/fs/list
2026-03-05T05:52:26.189Z - GET /api/fs/list
2026-03-05T05:52:26.194Z - GET /api/fs/list
2026-03-05T05:52:29.204Z - GET /api/fs/list
2026-03-05T05:52:29.207Z - GET /api/fs/list
2026-03-05T05:52:32.180Z - POST /api/push/visibility
2026-03-05T05:52:32.188Z - GET /api/fs/list
2026-03-05T05:52:32.200Z - GET /api/fs/list
2026-03-05T05:52:35.176Z - GET /api/fs/list
2026-03-05T05:52:35.196Z - GET /api/fs/list
2026-03-05T05:52:38.193Z - GET /api/fs/list
2026-03-05T05:52:38.207Z - GET /api/fs/list
2026-03-05T05:52:41.278Z - GET /api/fs/list
2026-03-05T05:52:41.383Z - GET /api/fs/list
2026-03-05T05:52:42.126Z - POST /api/push/visibility
2026-03-05T05:52:42.468Z - GET /mcp
2026-03-05T05:52:44.205Z - GET /api/fs/list
2026-03-05T05:52:44.208Z - GET /api/fs/list
2026-03-05T05:52:47.217Z - GET /api/fs/list
2026-03-05T05:52:47.246Z - GET /api/fs/list
2026-03-05T05:52:50.176Z - GET /api/fs/list
2026-03-05T05:52:50.193Z - GET /api/fs/list
2026-03-05T05:52:52.239Z - POST /api/push/visibility
2026-03-05T05:52:53.183Z - GET /api/fs/list
2026-03-05T05:52:53.190Z - GET /api/fs/list
2026-03-05T05:52:56.186Z - GET /api/fs/list
2026-03-05T05:52:56.199Z - GET /api/fs/list
2026-03-05T05:52:59.188Z - GET /api/fs/list
2026-03-05T05:52:59.201Z - GET /api/fs/list
2026-03-05T05:53:02.162Z - POST /api/push/visibility
2026-03-05T05:53:02.198Z - GET /api/fs/list
2026-03-05T05:53:02.208Z - GET /api/fs/list
2026-03-05T05:53:05.181Z - GET /api/fs/list
2026-03-05T05:53:05.195Z - GET /api/fs/list
2026-03-05T05:53:08.250Z - GET /api/fs/list
2026-03-05T05:53:08.281Z - GET /api/fs/list
2026-03-05T05:53:11.184Z - GET /api/fs/list
2026-03-05T05:53:11.202Z - GET /api/fs/list
2026-03-05T05:53:12.129Z - POST /api/push/visibility
2026-03-05T05:53:14.214Z - GET /api/fs/list
2026-03-05T05:53:14.217Z - GET /api/fs/list
2026-03-05T05:53:15.382Z - GET /api/config/mcp
2026-03-05T05:53:17.173Z - GET /api/fs/list
2026-03-05T05:53:17.176Z - GET /api/fs/list
2026-03-05T05:53:20.172Z - GET /api/fs/list
2026-03-05T05:53:20.175Z - GET /api/fs/list
2026-03-05T05:53:22.121Z - POST /api/push/visibility
2026-03-05T05:53:23.169Z - GET /api/fs/list
2026-03-05T05:53:23.170Z - GET /api/fs/list
2026-03-05T05:53:26.168Z - GET /api/fs/list
2026-03-05T05:53:26.170Z - GET /api/fs/list
2026-03-05T05:53:29.169Z - GET /api/fs/list
2026-03-05T05:53:29.170Z - GET /api/fs/list
2026-03-05T05:53:31.866Z - GET /api/desktop-control/knowledge
2026-03-05T05:53:32.120Z - POST /api/push/visibility
2026-03-05T05:53:32.168Z - GET /api/fs/list
2026-03-05T05:53:32.169Z - GET /api/fs/list
2026-03-05T05:53:35.169Z - GET /api/fs/list
2026-03-05T05:53:35.170Z - GET /api/fs/list
2026-03-05T05:53:38.168Z - GET /api/fs/list
2026-03-05T05:53:38.169Z - GET /api/fs/list
2026-03-05T05:53:41.168Z - GET /api/fs/list
2026-03-05T05:53:41.170Z - GET /api/fs/list
2026-03-05T05:53:43.191Z - POST /api/push/visibility
2026-03-05T05:53:44.171Z - GET /api/fs/list
2026-03-05T05:53:44.173Z - GET /api/fs/list
2026-03-05T05:53:50.491Z - GET /api/fs/list
2026-03-05T05:53:50.495Z - GET /api/fs/list
2026-03-05T05:53:50.497Z - GET /api/fs/list
2026-03-05T05:53:50.498Z - GET /api/fs/list
2026-03-05T05:53:52.124Z - POST /api/push/visibility
2026-03-05T05:53:53.250Z - GET /api/fs/list
2026-03-05T05:53:53.278Z - GET /api/fs/list
2026-03-05T05:54:10.513Z - GET /api/git/log
2026-03-05T05:54:10.538Z - GET /api/fs/list
2026-03-05T05:54:10.557Z - GET /api/fs/list
2026-03-05T05:54:10.576Z - POST /api/push/visibility
2026-03-05T05:54:11.064Z - GET /api/git/file-diff
2026-03-05T05:54:11.067Z - GET /api/git/file-diff
2026-03-05T05:54:11.068Z - GET /api/git/file-diff
2026-03-05T05:54:11.069Z - GET /api/git/file-diff
2026-03-05T05:54:11.100Z - GET /api/git/file-diff
2026-03-05T05:54:11.100Z - GET /api/git/file-diff
2026-03-05T05:54:11.101Z - GET /api/git/file-diff
2026-03-05T05:54:11.101Z - GET /api/git/file-diff
2026-03-05T05:54:11.132Z - GET /api/git/file-diff
2026-03-05T05:54:11.132Z - GET /api/git/file-diff
2026-03-05T05:54:11.132Z - GET /api/git/file-diff
2026-03-05T05:54:11.133Z - GET /api/git/file-diff
2026-03-05T05:54:11.161Z - GET /api/git/file-diff
2026-03-05T05:54:11.162Z - GET /api/git/file-diff
2026-03-05T05:54:11.167Z - GET /api/fs/list
2026-03-05T05:54:11.168Z - GET /api/git/file-diff
2026-03-05T05:54:11.170Z - GET /api/fs/list
2026-03-05T05:54:11.171Z - GET /api/git/file-diff
2026-03-05T05:54:11.192Z - GET /api/git/file-diff
2026-03-05T05:54:11.193Z - GET /api/git/file-diff
2026-03-05T05:54:11.201Z - GET /api/git/file-diff
2026-03-05T05:54:11.206Z - GET /api/git/file-diff
2026-03-05T05:54:11.229Z - GET /api/git/file-diff
2026-03-05T05:54:11.230Z - GET /api/git/file-diff
2026-03-05T05:54:11.237Z - GET /api/git/file-diff
2026-03-05T05:54:11.238Z - GET /api/git/file-diff
2026-03-05T05:54:11.257Z - GET /api/git/file-diff
2026-03-05T05:54:12.121Z - POST /api/push/visibility
2026-03-05T05:54:14.168Z - GET /api/fs/list
2026-03-05T05:54:14.169Z - GET /api/fs/list
2026-03-05T05:54:16.068Z - GET /api/git/check
2026-03-05T05:54:16.070Z - GET /api/git/status
2026-03-05T05:54:17.169Z - GET /api/fs/list
2026-03-05T05:54:17.170Z - GET /api/fs/list
2026-03-05T05:54:20.168Z - GET /api/fs/list
2026-03-05T05:54:20.169Z - GET /api/fs/list
2026-03-05T05:54:22.120Z - POST /api/push/visibility
2026-03-05T05:54:23.171Z - GET /api/fs/list
2026-03-05T05:54:23.174Z - GET /api/fs/list
2026-03-05T05:54:26.167Z - GET /api/fs/list
2026-03-05T05:54:26.169Z - GET /api/fs/list
2026-03-05T05:54:29.167Z - GET /api/fs/list
2026-03-05T05:54:29.169Z - GET /api/fs/list
2026-03-05T05:54:32.120Z - POST /api/push/visibility
2026-03-05T05:54:32.168Z - GET /api/fs/list
2026-03-05T05:54:32.169Z - GET /api/fs/list
2026-03-05T05:54:35.170Z - GET /api/fs/list
2026-03-05T05:54:35.171Z - GET /api/fs/list
2026-03-05T05:54:38.168Z - GET /api/fs/list
2026-03-05T05:54:38.169Z - GET /api/fs/list
2026-03-05T05:54:41.168Z - GET /api/fs/list
2026-03-05T05:54:41.170Z - GET /api/fs/list
2026-03-05T05:54:42.120Z - POST /api/push/visibility
2026-03-05T05:54:44.168Z - GET /api/fs/list
2026-03-05T05:54:44.169Z - GET /api/fs/list
2026-03-05T05:54:47.167Z - GET /api/fs/list
2026-03-05T05:54:47.169Z - GET /api/fs/list
2026-03-05T05:54:50.169Z - GET /api/fs/list
2026-03-05T05:54:50.170Z - GET /api/fs/list
2026-03-05T05:54:52.119Z - POST /api/push/visibility
2026-03-05T05:54:53.168Z - GET /api/fs/list
2026-03-05T05:54:53.170Z - GET /api/fs/list
2026-03-05T05:54:56.168Z - GET /api/fs/list
2026-03-05T05:54:56.169Z - GET /api/fs/list
2026-03-05T05:54:59.169Z - GET /api/fs/list
2026-03-05T05:54:59.223Z - GET /api/fs/list
2026-03-05T05:55:02.119Z - POST /api/push/visibility
2026-03-05T05:55:02.167Z - GET /api/fs/list
2026-03-05T05:55:02.169Z - GET /api/fs/list
2026-03-05T05:55:05.168Z - GET /api/fs/list
2026-03-05T05:55:05.170Z - GET /api/fs/list
2026-03-05T05:55:08.167Z - GET /api/fs/list
2026-03-05T05:55:08.168Z - GET /api/fs/list
2026-03-05T05:55:11.168Z - GET /api/fs/list
2026-03-05T05:55:11.170Z - GET /api/fs/list
2026-03-05T05:55:12.119Z - POST /api/push/visibility
2026-03-05T05:55:14.168Z - GET /api/fs/list
2026-03-05T05:55:14.169Z - GET /api/fs/list
2026-03-05T05:55:18.219Z - GET /api/fs/list
2026-03-05T05:55:18.224Z - GET /api/fs/list
2026-03-05T05:55:24.357Z - GET /api/fs/list
2026-03-05T05:55:24.381Z - POST /api/push/visibility
2026-03-05T05:55:24.386Z - GET /api/fs/list
2026-03-05T05:55:24.388Z - GET /api/fs/list
2026-03-05T05:55:24.390Z - GET /api/fs/list
2026-03-05T05:55:26.423Z - GET /api/fs/list
2026-03-05T05:55:26.468Z - GET /api/fs/list
2026-03-05T05:55:38.912Z - GET /api/git/log
2026-03-05T05:55:38.932Z - GET /api/fs/list
2026-03-05T05:55:38.950Z - GET /api/fs/list
2026-03-05T05:55:38.963Z - POST /api/push/visibility
2026-03-05T05:55:39.290Z - GET /api/git/file-diff
2026-03-05T05:55:39.291Z - GET /api/git/file-diff
2026-03-05T05:55:39.291Z - GET /api/git/file-diff
2026-03-05T05:55:39.294Z - GET /api/git/file-diff
2026-03-05T05:55:39.323Z - GET /api/git/file-diff
2026-03-05T05:55:39.324Z - GET /api/git/file-diff
2026-03-05T05:55:39.326Z - GET /api/git/file-diff
2026-03-05T05:55:39.326Z - GET /api/git/file-diff
2026-03-05T05:55:39.353Z - GET /api/git/file-diff
2026-03-05T05:55:39.354Z - GET /api/git/file-diff
2026-03-05T05:55:39.354Z - GET /api/git/file-diff
2026-03-05T05:55:39.354Z - GET /api/git/file-diff
2026-03-05T05:55:39.382Z - GET /api/git/file-diff
2026-03-05T05:55:39.383Z - GET /api/git/file-diff
2026-03-05T05:55:39.383Z - GET /api/git/file-diff
2026-03-05T05:55:39.383Z - GET /api/git/file-diff
2026-03-05T05:55:39.413Z - GET /api/git/file-diff
2026-03-05T05:55:39.414Z - GET /api/git/file-diff
2026-03-05T05:55:39.415Z - GET /api/git/file-diff
2026-03-05T05:55:39.416Z - GET /api/git/file-diff
2026-03-05T05:55:39.444Z - GET /api/git/file-diff
2026-03-05T05:55:39.445Z - GET /api/git/file-diff
2026-03-05T05:55:39.445Z - GET /api/git/file-diff
2026-03-05T05:55:39.451Z - GET /api/git/file-diff
2026-03-05T05:55:39.472Z - GET /api/git/file-diff
2026-03-05T05:55:41.168Z - GET /api/fs/list
2026-03-05T05:55:41.169Z - GET /api/fs/list
2026-03-05T05:55:42.120Z - POST /api/push/visibility
2026-03-05T05:55:44.167Z - GET /api/fs/list
2026-03-05T05:55:44.170Z - GET /api/fs/list
2026-03-05T05:55:44.292Z - GET /api/git/check
2026-03-05T05:55:44.294Z - GET /api/git/status
2026-03-05T05:55:47.168Z - GET /api/fs/list
2026-03-05T05:55:47.169Z - GET /api/fs/list
2026-03-05T05:55:50.168Z - GET /api/fs/list
2026-03-05T05:55:50.169Z - GET /api/fs/list
2026-03-05T05:55:52.121Z - POST /api/push/visibility
2026-03-05T05:55:53.168Z - GET /api/fs/list
2026-03-05T05:55:53.170Z - GET /api/fs/list
2026-03-05T05:55:56.167Z - GET /api/fs/list
2026-03-05T05:55:56.197Z - GET /api/fs/list
2026-03-05T05:55:59.167Z - GET /api/fs/list
2026-03-05T05:55:59.168Z - GET /api/fs/list
2026-03-05T05:56:02.119Z - POST /api/push/visibility
2026-03-05T05:56:02.167Z - GET /api/fs/list
2026-03-05T05:56:02.168Z - GET /api/fs/list
2026-03-05T05:56:05.168Z - GET /api/fs/list
2026-03-05T05:56:05.169Z - GET /api/fs/list
2026-03-05T05:56:08.168Z - GET /api/fs/list
2026-03-05T05:56:08.169Z - GET /api/fs/list
2026-03-05T05:56:11.167Z - GET /api/fs/list
2026-03-05T05:56:11.168Z - GET /api/fs/list
2026-03-05T05:56:12.118Z - POST /api/push/visibility
2026-03-05T05:56:14.166Z - GET /api/fs/list
2026-03-05T05:56:14.168Z - GET /api/fs/list
2026-03-05T05:56:17.167Z - GET /api/fs/list
2026-03-05T05:56:17.169Z - GET /api/fs/list
2026-03-05T05:56:20.167Z - GET /api/fs/list
2026-03-05T05:56:20.168Z - GET /api/fs/list
2026-03-05T05:56:22.119Z - POST /api/push/visibility
2026-03-05T05:56:23.167Z - GET /api/fs/list
2026-03-05T05:56:23.169Z - GET /api/fs/list
2026-03-05T05:56:26.168Z - GET /api/fs/list
2026-03-05T05:56:26.170Z - GET /api/fs/list
2026-03-05T05:56:29.167Z - GET /api/fs/list
2026-03-05T05:56:29.168Z - GET /api/fs/list
2026-03-05T05:56:32.118Z - POST /api/push/visibility
2026-03-05T05:56:32.167Z - GET /api/fs/list
2026-03-05T05:56:32.168Z - GET /api/fs/list
2026-03-05T05:56:35.167Z - GET /api/fs/list
2026-03-05T05:56:35.168Z - GET /api/fs/list
2026-03-05T05:56:38.167Z - GET /api/fs/list
2026-03-05T05:56:38.168Z - GET /api/fs/list
2026-03-05T05:56:41.167Z - GET /api/fs/list
2026-03-05T05:56:41.169Z - GET /api/fs/list
2026-03-05T05:56:42.118Z - POST /api/push/visibility
2026-03-05T05:56:44.167Z - GET /api/fs/list
2026-03-05T05:56:44.168Z - GET /api/fs/list
2026-03-05T05:56:52.518Z - GET /api/fs/list
2026-03-05T05:56:52.528Z - POST /api/push/visibility
2026-03-05T05:56:52.543Z - GET /api/fs/list
2026-03-05T05:56:52.545Z - GET /api/fs/list
2026-03-05T05:56:52.546Z - GET /api/fs/list
2026-03-05T05:56:53.183Z - GET /api/fs/list
2026-03-05T05:56:53.186Z - GET /api/fs/list
2026-03-05T05:56:56.187Z - GET /api/fs/list
2026-03-05T05:56:56.191Z - GET /api/fs/list
2026-03-05T05:57:09.997Z - GET /api/git/log
2026-03-05T05:57:10.003Z - GET /api/fs/list
2026-03-05T05:57:10.006Z - POST /api/push/visibility
2026-03-05T05:57:10.006Z - GET /api/fs/list
2026-03-05T05:57:10.385Z - GET /api/git/file-diff
2026-03-05T05:57:10.387Z - GET /api/git/file-diff
2026-03-05T05:57:10.387Z - GET /api/git/file-diff
2026-03-05T05:57:10.387Z - GET /api/git/file-diff
2026-03-05T05:57:10.419Z - GET /api/git/file-diff
2026-03-05T05:57:10.420Z - GET /api/git/file-diff
2026-03-05T05:57:10.423Z - GET /api/git/file-diff
2026-03-05T05:57:10.423Z - GET /api/git/file-diff
2026-03-05T05:57:10.451Z - GET /api/git/file-diff
2026-03-05T05:57:10.451Z - GET /api/git/file-diff
2026-03-05T05:57:10.452Z - GET /api/git/file-diff
2026-03-05T05:57:10.452Z - GET /api/git/file-diff
2026-03-05T05:57:10.482Z - GET /api/git/file-diff
2026-03-05T05:57:10.482Z - GET /api/git/file-diff
2026-03-05T05:57:10.485Z - GET /api/git/file-diff
2026-03-05T05:57:10.487Z - GET /api/git/file-diff
2026-03-05T05:57:10.512Z - GET /api/git/file-diff
2026-03-05T05:57:10.513Z - GET /api/git/file-diff
2026-03-05T05:57:10.514Z - GET /api/git/file-diff
2026-03-05T05:57:10.517Z - GET /api/git/file-diff
2026-03-05T05:57:10.538Z - GET /api/git/file-diff
2026-03-05T05:57:10.539Z - GET /api/git/file-diff
2026-03-05T05:57:10.540Z - GET /api/git/file-diff
2026-03-05T05:57:10.546Z - GET /api/git/file-diff
2026-03-05T05:57:10.567Z - GET /api/git/file-diff
2026-03-05T05:57:11.169Z - GET /api/fs/list
2026-03-05T05:57:11.170Z - GET /api/fs/list
2026-03-05T05:57:12.119Z - POST /api/push/visibility
2026-03-05T05:57:14.169Z - GET /api/fs/list
2026-03-05T05:57:14.170Z - GET /api/fs/list
2026-03-05T05:57:15.385Z - GET /api/git/check
2026-03-05T05:57:15.387Z - GET /api/git/status
2026-03-05T05:57:17.167Z - GET /api/fs/list
2026-03-05T05:57:17.168Z - GET /api/fs/list
2026-03-05T05:57:20.166Z - GET /api/fs/list
2026-03-05T05:57:20.168Z - GET /api/fs/list
2026-03-05T05:57:22.119Z - POST /api/push/visibility
2026-03-05T05:57:23.172Z - GET /api/fs/list
2026-03-05T05:57:23.175Z - GET /api/fs/list
2026-03-05T05:57:26.167Z - GET /api/fs/list
2026-03-05T05:57:26.168Z - GET /api/fs/list
2026-03-05T05:57:29.166Z - GET /api/fs/list
2026-03-05T05:57:29.167Z - GET /api/fs/list
2026-03-05T05:57:32.119Z - POST /api/push/visibility
2026-03-05T05:57:32.167Z - GET /api/fs/list
2026-03-05T05:57:32.168Z - GET /api/fs/list
2026-03-05T05:57:35.166Z - GET /api/fs/list
2026-03-05T05:57:35.168Z - GET /api/fs/list
2026-03-05T05:57:38.167Z - GET /api/fs/list
2026-03-05T05:57:38.173Z - GET /api/fs/list
2026-03-05T05:57:41.167Z - GET /api/fs/list
2026-03-05T05:57:41.169Z - GET /api/fs/list
2026-03-05T05:57:42.119Z - POST /api/push/visibility
2026-03-05T05:57:44.167Z - GET /api/fs/list
2026-03-05T05:57:44.174Z - GET /api/fs/list
2026-03-05T05:57:47.167Z - GET /api/fs/list
2026-03-05T05:57:47.168Z - GET /api/fs/list
2026-03-05T05:57:50.167Z - GET /api/fs/list
2026-03-05T05:57:50.168Z - GET /api/fs/list
2026-03-05T05:57:52.119Z - POST /api/push/visibility
2026-03-05T05:57:53.167Z - GET /api/fs/list
2026-03-05T05:57:53.188Z - GET /api/fs/list
2026-03-05T05:57:56.167Z - GET /api/fs/list
2026-03-05T05:57:56.168Z - GET /api/fs/list
2026-03-05T05:57:59.167Z - GET /api/fs/list
2026-03-05T05:57:59.168Z - GET /api/fs/list
2026-03-05T05:58:02.118Z - POST /api/push/visibility
2026-03-05T05:58:02.167Z - GET /api/fs/list
2026-03-05T05:58:02.168Z - GET /api/fs/list
2026-03-05T05:58:05.166Z - GET /api/fs/list
2026-03-05T05:58:05.191Z - GET /api/fs/list
2026-03-05T05:58:08.166Z - GET /api/fs/list
2026-03-05T05:58:08.167Z - GET /api/fs/list
2026-03-05T05:58:11.284Z - GET /api/fs/list
2026-03-05T05:58:11.286Z - GET /api/fs/list
2026-03-05T05:58:12.119Z - POST /api/push/visibility
2026-03-05T05:58:16.248Z - GET /api/fs/list
2026-03-05T05:58:16.276Z - GET /api/fs/list
2026-03-05T05:58:17.168Z - GET /api/fs/list
2026-03-05T05:58:17.173Z - GET /api/fs/list
2026-03-05T05:58:20.965Z - GET /api/fs/list
2026-03-05T05:58:20.972Z - GET /api/fs/list
2026-03-05T05:58:22.172Z - POST /api/push/visibility
2026-03-05T05:58:23.168Z - GET /api/fs/list
2026-03-05T05:58:23.169Z - GET /api/fs/list
2026-03-05T05:58:26.169Z - GET /api/fs/list
2026-03-05T05:58:26.171Z - GET /api/fs/list
2026-03-05T05:58:29.167Z - GET /api/fs/list
2026-03-05T05:58:29.168Z - GET /api/fs/list
2026-03-05T05:58:30.937Z - GET /api/git/check
2026-03-05T05:58:30.939Z - GET /api/git/status
2026-03-05T05:58:32.118Z - POST /api/push/visibility
2026-03-05T05:58:32.169Z - GET /api/fs/list
2026-03-05T05:58:32.174Z - GET /api/fs/list
2026-03-05T05:58:35.165Z - GET /api/fs/list
2026-03-05T05:58:35.167Z - GET /api/fs/list
2026-03-05T05:58:38.166Z - GET /api/fs/list
2026-03-05T05:58:38.168Z - GET /api/fs/list
2026-03-05T05:58:41.166Z - GET /api/fs/list
2026-03-05T05:58:41.167Z - GET /api/fs/list
2026-03-05T05:58:42.118Z - POST /api/push/visibility
2026-03-05T05:58:44.166Z - GET /api/fs/list
2026-03-05T05:58:44.167Z - GET /api/fs/list
2026-03-05T05:58:47.166Z - GET /api/fs/list
2026-03-05T05:58:47.167Z - GET /api/fs/list
